time,position,rotation,velocity
37.384,"[6.167651132420472, 8.596361031023342, 0.0]","[0.0, 0.0, 2.834777716216126]","[0.5, 0.0, 0.024918778487749503]"
37.584,"[6.072271150296517, 8.626334245900908, 0.0]","[0.0, 0.0, 2.8395715430116084]","[0.5, 0.0, 0.023868804020397417]"
37.784,"[5.976746760274313, 8.655861349224898, 0.0]","[0.0, 0.0, 2.844170201353917]","[0.5, 0.0, 0.02286681430008568]"
37.984,"[5.881087651226803, 8.684960570292215, 0.0]","[0.0, 0.0, 2.848573412924615]","[0.5, 0.0, 0.021914298302112688]"
38.184,"[5.785304079844847, 8.71364965202646, 0.0]","[0.0, 0.0, 2.852766130484318]","[0.5, 0.0, 0.02101617804697069]"
38.384,"[5.6894064990819295, 8.741942440873636, 0.0]","[0.0, 0.0, 2.8567713479712147]","[0.5, 0.0, 0.02016437226534342]"
38.584,"[5.5934016972593525, 8.769852910776896, 0.0]","[0.0, 0.0, 2.860613588586658]","[0.5, 0.0, 0.019353056213954643]"
38.784,"[5.497294197629454, 8.797399575104816, 0.0]","[0.0, 0.0, 2.864293746336952]","[0.5, 0.0, 0.01858253119694999]"
38.984,"[5.401089685478755, 8.8246003397222, 0.0]","[0.0, 0.0, 2.8678141236126824]","[0.5, 0.0, 0.017852452772445515]"
39.184,"[5.304311016436033, 8.851605111909405, 0.0]","[0.0, 0.0, 2.8711986456484144]","[0.5, 0.0, 0.01715793605217013]"
39.385,"[5.207927262819934, 8.878158467298961, 0.0]","[0.0, 0.0, 2.8744275415273917]","[0.5, 0.0, 0.01650206870403039]"
39.585,"[5.11146042869743, 8.904407263635429, 0.0]","[0.0, 0.0, 2.8775276698857937]","[0.5, 0.0, 0.015878798372463174]"
39.785,"[5.014914034612332, 8.930363965512527, 0.0]","[0.0, 0.0, 2.8804989404289976]","[0.5, 0.0, 0.015288512291818534]"
